Id,FriendlyName,ShortName,Category,Priority,ForceShow,ArmorClass
_590c60fc86f77412b13fddcf,Documents case,Docs,Container,5 Super,FALSE,-1
_590c621186f774138d11ea29,Secure Flash drive,Flash drive,Barter Items,4 Ultra,FALSE,-1
_590c62a386f77412b0130255,Sliderkey Secure Flash drive,Sliderkey Secure Flash drive,Quest,0 None,FALSE,-1
_590c639286f774151567fa95,Tech manual,Manual,Barter Items,0 None,FALSE,-1
_590c645c86f77412b01304d9,Diary,Diary,Barter Items,3 High,FALSE,-1
_590c651286f7741e566b6461,Slim diary,SDiary,Barter Items,3 High,FALSE,-1
_590c657e86f77412b013051d,Grizzly medical kit,Grizzly,Medical,3 High,FALSE,-1
_590c661e86f7741e566b646a,Car first aid kit,Car,Medical,0 None,FALSE,-1
_590c678286f77426c9660122,IFAK individual first aid kit,IFAK,Medical,2 Medium,FALSE,-1
_590c695186f7741e566b64a2,Augmentin antibiotic pills,Augmentin,Barter Items,2 Medium,FALSE,-1
_590c745b86f7743cc433c5f2,Other,Other,Parent Element,-1 Blacklist,FALSE,-1
_590dde5786f77405e71908b2,Bank case,Bank case,Quest,0 None,FALSE,-1
_590de71386f774347051a052,Antique teapot,Teapot,Barter Items,3 High,FALSE,-1
_590de7e986f7741b096e5f32,Antique vase,Vase,Barter Items,3 High,FALSE,-1
_5910922b86f7747d96753483,Carbon case,Carbon case,Quest,0 None,FALSE,-1
_591092ef86f7747bb8703422,Secure case for documents n.0022,Secure case for documents n.0022,Quest,0 None,FALSE,-1
_591093bb86f7747caa7bb2ee,Sealed letter,Sealed letter,Quest,0 None,FALSE,-1
_591094e086f7747caa7bb2ef,Body armor repair kit,Armor repair kit,Special,4 Ultra,FALSE,-1
_5910959486f7747d96753485,Knife repair and sharpening kit,Knife repair and sharpening kit,Special,4 Ultra,FALSE,-1
_5910968f86f77425cf569c32,Weapon repair kit,Weapon repair kit,Special,4 Ultra,FALSE,-1
_5913611c86f77479e0084092,Trailer park portable cabin key,Cabin,Keys,0 None,FALSE,-1
_5913651986f774432f15d132,VAZ car key,Shestyorka,Keys,0 None,FALSE,-1
_59136a4486f774447a1ed172,Dorm guard desk key,GDesk,Keys,0 None,FALSE,-1
_59136e1e86f774432f15d133,Dorm room 110 key,Dorm 110,Keys,0 None,FALSE,-1
_59136f6f86f774447a1ed173,Folding car key,Car,Keys,0 None,FALSE,-1
_591382d986f774465a6413a7,Dorm room 105 key,Dorm 105,Keys,0 None,FALSE,-1
_591383f186f7744a4c5edcf3,Dorm room 104 key,Dorm 104,Keys,0 None,FALSE,-1
_5913877a86f774432f15d444,Gas station storage room key,Gas store,Keys,0 None,FALSE,-1
_5913915886f774123603c392,Military checkpoint key,Checkpoint,Keys,5 Super,FALSE,-1
_59139c2186f77411564f8e42,PC,PC,Lootable,0 None,FALSE,-1
_5914578086f774123569ffa4,Dorm room 108 key,Dorm 108,Keys,0 None,FALSE,-1
_59148c8a86f774197930e983,Dorm room 204 key,Dorm 204,Keys,0 None,FALSE,-1
_59148f8286f7741b951ea113,Weapon safe key,WSafe,Keys,0 None,FALSE,-1
_5914944186f774189e5e76c2,Jacket,Jacket,Lootable,0 None,FALSE,-1
_591ae8f986f77406f854be45,Yotota car key,Yotota,Keys,0 None,FALSE,-1
_591aef7986f774139d495f03,TROY M7A1 PDW stock (Black),M7A1PDW,Stocks & Chassis,0 None,FALSE,-1
_591af10186f774139d495f0e,TROY M7A1 PDW stock (FDE),M7A1PDW,Stocks & Chassis,0 None,FALSE,-1
_591af28e86f77414a27a9e1d,Viking Tactics UVG tactical foregrip,UVG,Foregrips,0 None,FALSE,-1
_591afe0186f77431bd616a11,ZB-014 key,ZB-014,Keys,3 High,FALSE,-1
_591c4e1186f77410354b316e,Axion Kobra sight shade,Kobra,Sights,0 None,FALSE,-1
_591c4efa86f7741030027726,Axion Kobra EKP-8-18 reflex sight,EKP-8-18,Sights,0 None,FALSE,-1
_591ee00d86f774592f7b841e,Axion Kobra dovetail mount,Kobra,Sights,0 None,FALSE,-1
_5926bb2186f7744b1c6c6e60,HK MP5 9x19 submachine gun (Navy 3 Round Burst),MP5,SMGs,0 None,FALSE,-1
_5926c0df86f77462f647f764,HK MP5 9x19 upper receiver,MP5,Receivers & Slides,0 None,FALSE,-1
_5926c32286f774616e42de99,HK MP5 cocking handle,MP5 CH,Charging Handles,0 None,FALSE,-1
_5926c36d86f77467a92a8629,HK MP5 Wide Tropical polymer handguard,MP5WT,Handguards,0 None,FALSE,-1
_5926c3b286f774640d189b6b,HK MP5 9x19 30-round magazine,MP5,Magazines,0 None,FALSE,-1
_5926d2be86f774134d668e4e,HK MP5 Drum rear sight,MP5 drum,Sights,0 None,FALSE,-1
_5926d33d86f77410de68ebc0,HK MP5SD 9x19 sound suppressor,MP5SD supp.,Muzzle Devices,1 Low,FALSE,-1
_5926d3c686f77410de68ebc8,HK MP5 A2 stock,MP5A2,Sights,0 None,FALSE,-1
_5926d40686f7740f152b6b7e,HK MP5 A3 old model stock,MP5A3,Sights,0 None,FALSE,-1
_5926dad986f7741f82604363,HK MP5 MFI HK universal low profile scope mount,MFI HK,Mounts,0 None,FALSE,-1
_5926e16e86f7742f5a0f7ecb,HK MP5 3-lug thread protector,MP5 3Lug,Mounts,0 None,FALSE,-1
_5926f2e086f7745aae644231,HK MP5SD 9x19 upper receiver,MP5SD,Receivers & Slides,2 Medium,FALSE,-1
_5926f34786f77469195bfe92,HK MP5SD polymer handguard,MP5SD HG,Handguards,0 None,FALSE,-1
_5929a2a086f7744f4b234d43,UMTBS 6sh112 Scout-Sniper,6sh112 S-S,Tactical Rigs,0 None,FALSE,-1
_592c2d1a86f7746dbe2af32a,ANA Tactical Alpha chest rig,Alpha,Tactical Rigs,4 Ultra,FALSE,-1
_5937ee6486f77408994ba448,Machinery key,Machinery,Keys,0 None,FALSE,-1
_5937ef2b86f77408a47244b3,Jacket,Jacket,Lootable,0 None,FALSE,-1
_5937fd0086f7742bf33fc198,Bronze pocket watch on a chain,Bronze pocket watch on a chain,Quest,0 None,FALSE,-1
_5938144586f77473c2087145,Portable bunkhouse key,Bunkhouse,Keys,0 None,FALSE,-1
_5938188786f77474f723e87f,Secure case for documents 0031,Secure case for documents 0031,Quest,0 None,FALSE,-1
_5938504186f7740991483f30,Dorm room 203 key,Dorm 203,Keys,0 None,FALSE,-1
_593858c486f774253a24cb52,Pumping station back door key,Pump Back,Keys,0 None,FALSE,-1
_5938603e86f77435642354f4,Dorm room 206 key,Dorm 206,Keys,0 None,FALSE,-1
_59387a4986f77401cc236e62,Dorm room 114 key,Dorm 114,Keys,0 None,FALSE,-1
_59387ac686f77401442ddd61,Jacket,Jacket,Lootable,0 None,FALSE,-1
_5938878586f7741b797c562f,Secure case for documents 0052,Secure case for documents 0052,Quest,0 None,FALSE,-1
_5938994586f774523a425196,Dorm room 103 key,Dorm 103,Keys,0 None,FALSE,-1
_593962ca86f774068014d9af,Unknown key,Unknown,Keys,0 None,FALSE,-1
_593965cf86f774087a77e1b6,Secure case for documents 0048,Secure case for documents 0048,Quest,0 None,FALSE,-1
_5939a00786f7742fe8132936,Zibbo,Zibbo,Quest,0 None,FALSE,-1
_5939e5a786f77461f11c0098,Secure case for documents 0013,Secure case for documents 0013,Quest,0 None,FALSE,-1
_5939e9b286f77462a709572c,Sealed letter,Sealed letter,Quest,0 None,FALSE,-1
_593a87af86f774122f54a951,Syringe with a chemical,Syringe with a chemical,Quest,0 None,FALSE,-1
_593aa4be86f77457f56379f8,Dorm room 303 key,Dorm 303,Keys,0 None,FALSE,-1
_593d1fa786f7746da62d61ac,SKS Leapers UTG SOCOM rail mount,SKS SOCOM,Handguards,0 None,FALSE,-1
_593d489686f7745c6255d58a,AKM Hexagon 7.62x39 sound suppressor,Hexagon AKM,Muzzle Devices,3 High,FALSE,-1
_593d490386f7745ee97a1555,SKS Hexagon 7.62x39 sound suppressor,Hexagon SKS,Muzzle Devices,3 High,FALSE,-1
_593d493f86f7745e6b2ceb22,AK-74 Hexagon 5.45x39 sound suppressor,Hexagon AK-74,Muzzle Devices,3 High,FALSE,-1
_5943d9c186f7745a13413ac9,Shrapnel,Shrapnel,Unknown,-1 Blacklist,FALSE,-1
_5943ee5a86f77413872d25ec,PWS CQB 5.56x45 muzzle brake,PWS CQB,Muzzle Devices,2 Medium,FALSE,-1
_5943eeeb86f77412d6384f6b,PWS CQB 74 5.45x39 muzzle brake,PWS CQB 74,Muzzle Devices,2 Medium,FALSE,-1
_5947c73886f7747701588af5,MFT BUS Stock,BUS,Stocks & Chassis,0 None,FALSE,-1
_5947db3f86f77447880cf76f,Axion Kobra EKP-8-02 reflex sight (dovetail),EKP-8-02,Sights,0 None,FALSE,-1
_5947e98b86f774778f1448bc,Magpul UBR GEN2 stock (Black),UBR GEN2,Stocks & Chassis,0 None,FALSE,-1
_5947eab886f77475961d96c5,Magpul UBR GEN2 stock (FDE),UBR GEN2,Stocks & Chassis,0 None,FALSE,-1
_5947f92f86f77427344a76b1,AK TAPCO SAW-Style pistol grip (Black),SAW,Pistol Grips,0 None,FALSE,-1
_5947fa2486f77425b47c1a9b,AK TAPCO SAW-Style pistol grip (FDE),SAW,Pistol Grips,0 None,FALSE,-1
_595cf16b86f77427440c32e2,AR-15 War Sport LVOA-S handguard (Black),LVOA-S,Handguards,0 None,FALSE,-1
_595cfa8b86f77427437e845b,AR-15 War Sport LVOA-C handguard (Black),LVOA-C,Handguards,0 None,FALSE,-1
_5963866286f7747bf429b572,Stash 8x6,Stash 8x6,Stash,0 None,FALSE,-1
_5963866b86f7747bfa1c4462,Stash 8x40,Stash 8x40,Stash,0 None,FALSE,-1
_5991b51486f77447b112d44f,MS2000 Marker,MS2000,Special,0 None,FALSE,-1
_5996f6cb86f774678763a6ca,RGD-5 Shrapnel,RGD-5 Shrapnel,Unknown,-1 Blacklist,FALSE,-1
_5996f6d686f77467977ba6cc,F1 Shrapnel,F1 Shrapnel,Unknown,-1 Blacklist,FALSE,-1
_5996f6fc86f7745e585b4de3,M67 Shrapnel,M67 Shrapnel,Unknown,-1 Blacklist,FALSE,-1
_59984ab886f7743e98271174,PP-19-01 Vityaz 9x19 submachine gun,PP-19-01,SMGs,0 None,FALSE,-1
_59984b4286f77445bd2d4a07,PP-19-01 Polymer handguard,PP-19-01 Polymer handguard,Gun Parts,0 None,FALSE,-1
_5998517986f7746017232f7e,PP-19-01 Vityaz pistol grip,PP-19-01,Pistol Grips,0 None,FALSE,-1
_599851db86f77467372f0a18,PP-19-01 Vityaz metal skeleton stock,PP-19-01,Stocks & Chassis,0 None,FALSE,-1
_5998529a86f774647f44f421,Saiga-9 9x19 sb.7 10-round magazine,Sb.7,Magazines,0 None,FALSE,-1
_5998597786f77414ea6da093,PP-19-01 Vityaz 9x19 muzzle brake-compensator,PP-19-01,Muzzle Devices,0 None,FALSE,-1
_5998598e86f7740b3f498a86,Saiga-9 9x19 muzzle brake-compensator,Saiga-9,Muzzle Devices,0 None,FALSE,-1
_59985a6c86f77414ec448d17,PP-19-01 Vityaz-SN dust cover,Vityaz-SN,Receivers & Slides,0 None,FALSE,-1
_59985a8086f77414ec448d1a,PP-19-01 Vityaz dust cover,Vityaz,Receivers & Slides,0 None,FALSE,-1
_599860ac86f77436b225ed1a,PP-19-01 Vityaz 9x19 30-round magazine,PP-19-01,Magazines,0 None,FALSE,-1
_599860e986f7743bb57573a6,PP-19-01 Vityaz rear sight,PP-19-01,Sights,0 None,FALSE,-1
_59bfc5c886f7743bf6794e62,PP-19-01 Vityaz 9x19 sound suppressor,Vityaz supp.,Muzzle Devices,0 None,FALSE,-1
_59bfe68886f7746004266202,AR-15 Vltor MUR-1S 5.56x45 upper receiver,MUR-1S,Receivers & Slides,1 Low,FALSE,-1
_59bffbb386f77435b379b9c2,SilencerCo Hybrid 46 multi-caliber silencer,Hybrid 46,Muzzle Devices,3 High,FALSE,-1
_59bffc1f86f77435b128b872,SilencerCo Hybrid 46 Direct Thread Mount adapter,DT Hybrid,Muzzle Devices,0 None,FALSE,-1
_59c0ec5b86f77435b128bfca,Hexagon 12K 12ga sound suppressor,Hexagon 12K,Muzzle Devices,3 High,FALSE,-1
_59c1383d86f774290a37e0ca,5.56x45 Magpul PMAG D-60 STANAG 60-round magazine,PMAG D60,Magazines,1 Low,FALSE,-1
_59c63b4486f7747afb151c1c,HK MP5SD B&T tri-rail ring mount,SD TRR,Mounts,0 None,FALSE,-1
_59c6633186f7740cf0493bb9,AK-74 gas tube (6P20 Sb.1-2),6P20 Sb.1-2,Gas Blocks,0 None,FALSE,-1
_59ccd11386f77428f24a488f,PP-19-01 Vityaz gas tube,19-01 gas,Gas Blocks,0 None,FALSE,-1
_59ccfdba86f7747f2109a587,AK UltiMAK M1-B gas tube & handguard,M1-B,Gas Blocks,0 None,FALSE,-1
_59d36a0086f7747e673f3946,AKS-74U gas tube (6P26 Sb.1-2),6P26 Sb.1-2,Gas Blocks,0 None,FALSE,-1
_59d6088586f774275f37482f,Kalashnikov AKM 7.62x39 assault rifle,AKM,Assault Rifles,4 Ultra,FALSE,-1
_59d625f086f774661516605d,AK 7.62x39 30-round magazine (issued '55 or later),AK55,Magazines,0 None,FALSE,-1
_59d6272486f77466146386ff,AK 7.62x39 Magpul PMAG 30 GEN M3 30-round magazine,GEN M3,Magazines,0 None,FALSE,-1
_59d64ec286f774171d1e0a42,AKM gas tube (6P1 Sb.1-2),6P1 Sb.1-2,Gas Blocks,0 None,FALSE,-1
_59d64f2f86f77417193ef8b3,AKM wooden handguard (6P1 Sb.6-1),6P1 Sb.6-1,Handguards,0 None,FALSE,-1
_59d64fc686f774171b243fe2,AKM 7.62x39 muzzle brake-compensator (6P1 0-14),6P1 0-14,Receivers & Slides,0 None,FALSE,-1
_59d6507c86f7741b846413a2,AKM dust cover (6P1 0-1),6P1 0-1,Receivers & Slides,0 None,FALSE,-1
_59d650cf86f7741b846413a4,AKM rear sight (6P1 Sb.2-1),6P1 Sb.2-1,Gas Blocks,0 None,FALSE,-1
_59d6514b86f774171a068a08,AKM wooden stock (6P1 Sb.5),6P1 Sb.5,Stocks & Chassis,0 None,FALSE,-1
_59d790f486f77403cb06aec6,Armytek Predator Pro v3 XHP35 HI flashlight,XHP35,Lights & Lasers,0 None,FALSE,-1
_59db3a1d86f77429e05b4e92,AR-15 Naroh Arms GRAL-S pistol grip,GRAL-S,Pistol Grips,0 None,FALSE,-1
_59db3acc86f7742a2c4ab912,AR-15 Stark AR Rifle grip (Black),Stark AR,Pistol Grips,0 None,FALSE,-1
_59db3b0886f77429d72fb895,AR-15 Stark AR rifle grip (FDE),Stark AR,Pistol Grips,0 None,FALSE,-1
_59db794186f77448bc595262,Secure container Epsilon,Epsilon,Port. Container,-1 Blacklist,FALSE,-1
_59db7e1086f77448be30ddf3,Trijicon ACOG 3.5x35 scope,TA11D,Sights,0 None,FALSE,-1
_59db7eed86f77461f8380365,Trijicon TA51 sight mount,TA51,Sights,0 None,FALSE,-1
_59e0bdb186f774156f04ce82,Vltor CASV KeyMod 2 inch rail,CASV 2,Mounts,0 None,FALSE,-1
_59e0be5d86f7742d48765bd2,Vltor CASV KeyMod 4 inch rail,CASV 4,Mounts,0 None,FALSE,-1
_59e0bed186f774156f04ce84,Vltor CASV KeyMod 6 inch rail,CASV 6,Mounts,0 None,FALSE,-1
_59e0d99486f7744a32234762,7.62x39mm BP gzh,BP,7.62x39,1 Low,FALSE,-1
_59e3556c86f7741776641ac2,Ox bleach,Bleach,Barter Items,0 None,FALSE,-1
_59e3577886f774176a362503,Pack of sugar,Sugar,Provisions,0 None,FALSE,-1
_59e358a886f7741776641ac3,Clin window cleaner,Clin,Barter Items,0 None,FALSE,-1
_59e3596386f774176c10a2a2,PAID AntiRoach spray,PAID,Barter Items,0 None,FALSE,-1
_59e35abd86f7741778269d82,Pack of sodium bicarbonate,Sodium,Barter Items,0 None,FALSE,-1
_59e35cbb86f7741778269d83,Corrugated hose,Hose,Barter Items,3 High,FALSE,-1
_59e35de086f7741778269d84,Electric drill,EDrill,Barter Items,0 None,FALSE,-1
_59e35ef086f7741777737012,Pack of screws,Screws,Barter Items,0 None,FALSE,-1
_59e3606886f77417674759a5,Bottle of saline solution,NaCl,Barter Items,0 None,FALSE,-1
_59e361e886f774176c10a2a5,Bottle of hydrogen peroxide,H2O2,Barter Items,0 None,FALSE,-1
_59e3639286f7741777737013,Bronze lion,Lion,Barter Items,3 High,FALSE,-1
_59e3647686f774176a362507,Wooden clock,WClock,Barter Items,3 High,FALSE,-1
_59e3658a86f7741776641ac4,Cat figurine,Cat,Barter Items,3 High,FALSE,-1
_59e366c186f7741778269d85,Plexiglass piece,PGlass,Barter Items,0 None,FALSE,-1
_59e36c6f86f774176c10a2a7,Power cord,PCord,Barter Items,0 None,FALSE,-1
_59e4cf5286f7741778269d8a,7.62x39mm T-45M1 gzh,T-45M1,7.62x39,0 None,FALSE,-1
_59e4d24686f7741776641ac7,7.62x39mm US gzh,US,7.62x39,0 None,FALSE,-1
_59e4d3d286f774176a36250a,7.62x39mm HP,HP,7.62x39,0 None,FALSE,-1
_59e5d83b86f7745aed03d262,AK 7.62x39 ribbed metal 10-round magazine,AK ribbed,Magazines,0 None,FALSE,-1
_59e5f5a486f7746c530b3ce2,AK 7.62x39 Molot 40-round magazine (6P2.Sb-11),6P2 Sb-11,Magazines,0 None,FALSE,-1
_59e6152586f77473dc057aa1,Molot VPO-136 Vepr-KM 7.62x39 carbine,VPO-136 Vepr-KM,Assault Rifles,0 None,FALSE,-1
_59e61eb386f77440d64f5daf,VPO-136 Vepr-KM 7.62x39 muzzle brake & compensator,VPO136,Muzzle Devices,0 None,FALSE,-1
_59e6227d86f77440d64f5dc2,VPO-136 Vepr-KM wooden stock,VPO136,Handguards,0 None,FALSE,-1
_59e6284f86f77440d569536f,VPO-136 Vepr-KM wooden handguard,VPO136,Handguards,0 None,FALSE,-1
_59e62cc886f77440d40b52a1,AKM bakelite pistol grip,AKM bak.,Pistol Grips,0 None,FALSE,-1
_59e6318286f77444dd62c4cc,AK bakelite pistol grip,Molot bak.,Pistol Grips,0 None,FALSE,-1
_59e6449086f7746c9f75e822,Molot AKM-type dust cover,Molot,Receivers & Slides,0 None,FALSE,-1
_59e649f986f77411d949b246,Molot AKM-type gas tube,Molot gas,Gas Blocks,0 None,FALSE,-1
_59e6542b86f77411dc52a77a,.366 TKM FMJ,FMJ,366TKM,0 None,FALSE,-1
_59e655cb86f77411dc52a77b,.366 TKM EKO,EKO,366TKM,0 None,FALSE,-1
_59e6658b86f77411d949b250,.366 TKM Geksa,Geksa,366TKM,0 None,FALSE,-1
_59e6687d86f77411d949b251,Molot VPO-209 .366 TKM carbine,VPO-209,Assault Rifles,0 None,FALSE,-1
_59e68f6f86f7746c9f75e846,5.56x45mm M856,M856,5.56x45,0 None,FALSE,-1
_59e6906286f7746c9f75e847,5.56x45mm M856A1,M856A1,5.56x45,1 Low,FALSE,-1
_59e690b686f7746c9f75e848,5.56x45mm M995,M995,5.56x45,1 Low,FALSE,-1
_59e6918f86f7746c9f75e849,5.56x45mm MK 255 Mod 0 (RRLP),RRLP,5.56x45,0 None,FALSE,-1
_59e6920f86f77411d82aa167,5.56x45mm FMJ,FMJ,5.56x45,0 None,FALSE,-1
_59e6927d86f77411da468256,5.56x45mm HP,HP,5.56x45,0 None,FALSE,-1
_59e7635f86f7742cbf2c1095,BNTI Module-3M body armor,Module-3M,Armor Vests,0 None,FALSE,2
_59e763f286f7742ee57895da,Pilgrim tourist backpack,Pilgrim,Backpacks,4 Ultra,FALSE,-1
_59e7643b86f7742cbf2c109a,WARTECH TV-109 + TV-106 chest rig,TV-106 + TV-109,Tactical Rigs,0 None,FALSE,-1
_59e7708286f7742cbd762753,Ushanka ear flap hat,Ushanka,Vanity,0 None,FALSE,-1
_59e770b986f7742cbd762754,Anti-fragmentation glasses,AFGlass,Vanity,0 None,FALSE,-1
_59e770f986f7742cbe3164ef,Army cap,Army,Vanity,0 None,FALSE,-1
_59e7711e86f7746cae05fbe1,Kolpak-1S riot helmet,K-1S,Armored Helmets,0 None,FALSE,2
_59e7715586f7742ee5789605,Respirator,Respirator,Vanity,0 None,FALSE,-1
_59e77a2386f7742ee578960a,7.62x54mm R PS gzh,PS,7.62x54R,1 Low,FALSE,-1
_59e8936686f77467ce798647,Balaclava_test,Balaclava_test,Vanity,0 None,FALSE,-1
_59e8977386f77415a553c453,VPO-209 rear sight,VPO209,Stocks & Chassis,0 None,FALSE,-1
_59e898ee86f77427614bd225,VPO-209 wooden handguard,VPO209,Handguards,0 None,FALSE,-1
_59e89d0986f77427600d226e,VPO-209 wooden stock,VPO209,Stocks & Chassis,0 None,FALSE,-1
_59e8a00d86f7742ad93b569c,VPO-209 thread protector,209 thr.,Muzzle Devices,0 None,FALSE,-1
_59eb7ebe86f7740b373438ce,VSS/VAL TOZ 6P29M mount,6P29M,Mounts,0 None,FALSE,-1
_59ecc28286f7746d7a68aa8c,AKS-74/AKS-74U Zenit PT Lock,PT 74S,Mounts,0 None,FALSE,-1
_59ecc3dd86f7746dc827481c,AK Zenit PT-3 Klassika stock,PT-3,Stocks & Chassis,0 None,FALSE,-1
_59ef13ca86f77445fd0e2483,Jack-o'-lantern tactical pumpkin helmet,Pumpkin,Vanity,5 Super,FALSE,-1
_59f32bb586f774757e1e8442,Dogtag BEAR,BEAR,Barter Items,5 Super,FALSE,-1
_59f32c3b86f77472a31742f0,Dogtag USEC,USEC,Barter Items,2 Medium,FALSE,-1
_59f8a37386f7747af3328f06,Fortis Shift tactical foregrip,Shift,Foregrips,3 High,FALSE,-1
_59f98b4986f7746f546d2cef,Serdyukov SR-1MP Gyurza 9x21 pistol,SR-1MP,Pistols,0 None,FALSE,-1
_59f99a7d86f7745b134aa97b,SR-1MP 9x21 18-round magazine,SR-1MP,Magazines,0 None,FALSE,-1
_59f9cabd86f7743a10721f46,Saiga-9 9x19 carbine,Saiga-9,SMGs,0 None,FALSE,-1
_59f9d81586f7744c7506ee62,Vortex Razor AMG UH-1 holographic sight,UH-1,Sights,0 None,FALSE,-1
_59faf7ca86f7740dbe19f6c2,Roler Submariner gold wrist watch,Roler,Barter Items,4 Ultra,FALSE,-1
_59faf98186f774067b6be103,Alkaline cleaner for heat exchangers,Alkali,Barter Items,1 Low,FALSE,-1
_59fafb5d86f774067a6f2084,5L propane tank,Propane,Barter Items,1 Low,FALSE,-1
_59fafc5086f7740dbe19f6c3,AK 7.62x39 US Palm AK30 30-round magazine (Black),AK30,Magazines,0 None,FALSE,-1
_59fafc9386f774067d462453,AK 7.62x39 US Palm AK30 30-round magazine (FDE),AK30 FDE,Magazines,0 None,FALSE,-1
_59fafd4b86f7745ca07e1232,Key tool,Key tool,Container,5 Super,FALSE,-1
_59faff1d86f7746c51718c9c,Physical bitcoin,0.2BTC,Barter Items,4 Ultra,FALSE,-1
_59fb016586f7746d0d4b423a,Money case,Money,Container,5 Super,FALSE,-1
_59fb023c86f7746d0d4b423c,Weapon case,Weapons,Container,5 Super,FALSE,-1
_59fb042886f7746c5005a7b2,Item case,Items,Container,5 Super,FALSE,-1
_59fb137a86f7740adb646af1,Tromix Monster Claw 12ga muzzle brake,MClaw,Muzzle Devices,0 None,FALSE,-1
_59fb257e86f7742981561852,Zenit DTK-4M 7.62x39 muzzle brake-compensator,DTK-4M,Muzzle Devices,0 None,FALSE,-1
_59fb375986f7741b681b81a6,AK Krebs Custom UFM KeyMod handguard,UFM,Handguards,0 None,FALSE,-1
_59fc48e086f77463b1118392,Magpul RVG foregrip (Black),RVG BLK,Foregrips,0 None,FALSE,-1
_59ff346386f77477562ff5e2,Kalashnikov AKMS 7.62x39 assault rifle,AKMS,Assault Rifles,1 Low,FALSE,-1
_59ff3b6a86f77477562ff5ed,AKMS shoulder piece (6P4 Sb.1-19),6P4 Sb.1-19,Stocks & Chassis,0 None,FALSE,-1
_5a0060fc86f7745793204432,AKMS 7.62x39 aluminium 30-round magazine,AKMS al.,Magazines,0 None,FALSE,-1
_5a0071d486f77404e23a12b2,AKM wooden pistol grip,AKM wood,Stocks & Chassis,0 None,FALSE,-1
_5a01ad4786f77450561fda02,AK Kiba Arms VDM CS gas tube,VDM CS,Gas Blocks,0 None,FALSE,-1
_5a01c29586f77474660c694c,AK 7.62x39 6L10 30-round magazine,6L10,Magazines,0 None,FALSE,-1
_5a0448bc86f774736f14efa8,The key to the closed premises of the sanatorium,The key to the closed premises of the sanatorium,Quest,0 None,FALSE,-1
_5a0abb6e1526d8000a025282,AK 7.62x39 Taktika Tula muzzle adapter,TT AK,Muzzle Devices,0 None,FALSE,-1
_5a0c27731526d80618476ac4,Zarya stun grenade,Zarya,Throwables,1 Low,FALSE,-1
_5a0c59791526d8dba737bba7,AK GP-25 accessory kit recoil pad,6G15U,Stocks & Chassis,0 None,FALSE,-1
_5a0d63621526d8dba31fe3bf,PBS-1 7.62x39 sound suppressor,PBS-1,Muzzle Devices,2 Medium,FALSE,-1
_5a0d716f1526d8000d26b1e2,AKML system 7.62x39 flash hider,AKML,Muzzle Devices,0 None,FALSE,-1
_5a0dc45586f7742f6b0b73e3,Health Resort west wing office room 104 key,W104 San,Keys,5 Super,FALSE,-1
_5a0dc95c86f77452440fc675,Health Resort west wing office room 112 key,W112 San,Keys,5 Super,FALSE,-1
_5a0ea64786f7741707720468,Health Resort east wing office room 107 key,E107 San,Keys,3 High,FALSE,-1
_5a0ea69f86f7741cd5406619,Health Resort east wing office room 108 key,E108 San,Keys,3 High,FALSE,-1
_5a0ea79b86f7741d4a35298e,Health Resort universal utility room key,San util.,Keys,0 None,FALSE,-1
_5a0eb38b86f774153b320eb0,SMW car key,SMW,Keys,0 None,FALSE,-1
_5a0eb6ac86f7743124037a28,Cottage back door key,Cottage,Keys,3 High,FALSE,-1
_5a0eb980fcdbcb001a3b00a6,AKMB system rear sight,AKMB RS,Sights,0 None,FALSE,-1
_5a0ec13bfcdbcb00165aa685,Kalashnikov AKMN 7.62x39 assault rifle,AKMN,Assault Rifles,4 Ultra,FALSE,-1
_5a0ec6d286f7742c0b518fb5,Health Resort west wing room 205 key,W205 San,Keys,3 High,FALSE,-1
_5a0ec70e86f7742c0b518fba,Health Resort west wing room 207 key,W207 San,Keys,3 High,FALSE,-1
_5a0ed824fcdbcb0176308b0d,AKMP system rear sight device,AKMP RS,Sights,0 None,FALSE,-1
_5a0ee30786f774023b6ee08f,Health Resort west wing room 216 key,W216 San,Keys,5 Super,FALSE,-1
_5a0ee34586f774023b6ee092,Health Resort west wing room 220 key,W220 San,Keys,3 High,FALSE,-1
_5a0ee37f86f774023657a86f,Health Resort west wing room 221 key,W221 San,Keys,3 High,FALSE,-1
_5a0ee4b586f7743698200d22,Health Resort east wing room 206 key,E206 San,Keys,3 High,FALSE,-1
_5a0ee62286f774369454a7ac,Health Resort east wing room 209 key,E209 San,Keys,3 High,FALSE,-1
_5a0ee72c86f77436955d3435,Health Resort east wing room 213 key,E213 San,Keys,3 High,FALSE,-1
_5a0ee76686f7743698200d5c,Health Resort east wing room 216 key,E216 San,Keys,5 Super,FALSE,-1
_5a0eeb1a86f774688b70aa5c,Health Resort west wing room 303 key,W303 San,Keys,3 High,FALSE,-1
_5a0eeb8e86f77461257ed71a,Health Resort west wing room 309 key,W309 San,Keys,3 High,FALSE,-1
_5a0eebed86f77461230ddb3d,Health Resort west wing room 325 key,W325 San,Keys,3 High,FALSE,-1
_5a0eec9686f77402ac5c39f2,Health Resort east wing room 310 key,E310 San,Keys,3 High,FALSE,-1
_5a0eecf686f7740350630097,Health Resort east wing room 313 key,E313 San,Keys,5 Super,FALSE,-1
