Id,FriendlyName,Category,Priority
_5a33a8ebc4a282000c5a950d,Alpha 9,Attachments,0 None
_5a705e128dc32e000d46d258,G AW,Attachments,0 None
_5aa7e373e5b5b000137b76f0,Altyn face shield,Attachments,4 Ultra
_5aa7e276e5b5b000171d0647,Altyn,Helmet,4 Ultra
_57505f6224597709a92585a9,Alyonka,Food,0 None
_5485a8684bdc2da71d8b4567,Ammo,Parent Element,-1 Blacklist
_5aafbde786f774389d0cbc0f,AmmoCase,Container,3 High
_543be5cb4bdc2deb348b4568,Ammo container,Parent Element,-1 Blacklist
_544909bb4bdc2d6f028b4577,AN/PEQ-15,Attachments,0 None
_5d10b49bd7ad1a1a560708b0,AN/PEQ-2,Attachments,0 None
_57235b6f24597759bf5a30f1,PVS-14,Attachments,3 High
_592c2d1a86f7746dbe2af32a,Alpha,Chest Rig,4 Ultra
_5b44c6ae86f7742d1627baea,Beta2,Backpack,4 Ultra
_5c0e722886f7740458316a57,M1,Armored Rig,4 Ultra
_5ab8dced86f774646209ec87,M2,Armored Rig,4 Ultra
_544fb37f4bdc2dee738b4567,Painkillers,Meds,0 None
_5d1b32c186f774252167a530,Therm.,Barter Items,3 High
_5b3a16655acfc40016387a2a,Annihilator,Attachments,0 None
_59e770b986f7742cbd762754,AFGlass,Attachments,0 None
_5bc9c1e2d4351e00367fbcf0,Axe,Weapons M,0 None
_590de71386f774347051a052,Teapot,Barter Items,3 High
_590de7e986f7741b096e5f32,Vase,Barter Items,0 None
_5a17fb9dfcdbcbcae6687291,APB stock,Attachments,0 None
_5aba639ed8ce8700182ece67,APB RS,Attachments,0 None
_573475fb24597737fb1379e1,Apollon Soyuz cigarettes,Barter Items,0 None
_57513f07245977207e26a311,Apl.jc.,Food,0 None
_5a17fc70fcdbcb0176308b3d,APS Bakelite,Attachments,0 None
_5aba62f8d8ce87001943946b,APS FS,Attachments,0 None
_5aba637ad8ce87001773e17f,APS RS,Attachments,0 None
_5e2af4d286f7746d4159f07a,Aramid,Barter Items,0 None
_5d024f5cd7ad1a04a067e91a,Patriot K+W,Attachments,0 None
_57ade1442459771557167e15,Baskak,Attachments,0 None
_5c066e3a0db834001b7353f0,N-15,Attachments,0 None
_5c066ef40db834001966a595,NVG mask,Helmet,0 None
_5b3b6dc75acfc47a8773fb1e,Armasight,Attachments,0 None
_5b3f15d486f77432d0509248,ArmBand,Parent Element,-1 Blacklist
_5b3f3af486f774679e752c1f,blue,Vanity,0 None
_5b3f3b0186f774021a2afef7,green,Vanity,0 None
_5b3f3ade86f7746b6b790d8e,red,Vanity,0 None
_5b3f16c486f7747c327f55f7,white,Vanity,0 None
_5b3f3b0e86f7746752107cda,yellow,Vanity,0 None
_5448e54d4bdc2dcc718b4568,Armor,Parent Element,-1 Blacklist
_57bef4c42459772e8d35a53b,ArmoredEquipment,Parent Element,-1 Blacklist
_5addbfe15acfc4001a5fc58b,Arms 18,Attachments,0 None
_5751a25924597722c463c472,Bandage,Meds,0 None
_59e770f986f7742cbe3164ef,Army cap,Vanity,0 None
_5448ff904bdc2d6f028b456e,Crackers,Food,0 None
_59d790f486f77403cb06aec6,Predator Pro v3 XHP35,Attachments,0 None
_5d5d87f786f77427997cfaef,A18,Armored Rig,4 Ultra
_5e4ac41886f77406a511c9a8,AACPC,Armored Rig,4 Ultra
_5c0548ae0db834001966a3c2,CWP,Attachments,0 None
_57c44b372459772d2b39b8ce,AS VAL,Weapons AC,4 Ultra
_57c44dd02459772d2e0ae249,VAL suppressor,Attachments,0 None
_57c44f4f2459772d2c627113,VAL Dust cover,Attachments,0 None
_57c44fa82459772d2d75e415,VAL pol.,Attachments,0 None
_5a69a2ed8dc32e000d46d1f1,Rotor 43 buffer,Attachments,0 None
_57c44e7b2459772d28133248,AS VAL rear sight,Attachments,0 None
_544fb25a4bdc2dfb738b4567,Aseptic bandage,Meds,2 Medium
_5cadfbf7ae92152ac412eeef,ASh-12 12.7x55 assault rifle,Weapons AR,4 Ultra
_5caf187cae92157c28402e43,ASh supp,Attachments,0 None
_5caf16a2ae92152ac412efbc,ASh-12 Front,Attachments,1 Low
_5caf17c9ae92150b30006be1,ASh MB,Attachments,0 None
_5cda9bcfd7f00c0c0b53e900,ASh-12,Attachments,0 None
_5447b5fc4bdc2d87278b4567,Assault carbine,Parent Element,-1 Blacklist
_5447b5f14bdc2d61278b4567,Assault rifle,Parent Element,-1 Blacklist
_55818add4bdc2d5b648b456f,AssaultScope,Parent Element,-1 Blacklist
_5d25d0ac8abbc3054f3e61f7,AICS M700,Attachments,0 None
_5bbdb870d4351e00367fb67d,Monte Carlo,Attachments,0 None
_590c695186f7741e566b64a2,Augmentin,Barter Items,2 Medium
_5a74651486f7744e73386dd1,AuxiliaryMod,Parent Element,-1 Blacklist
_5bffec120db834001c38f5fa,Axelson P226,Attachments,0 None
_591ee00d86f774592f7b841e,Cobra,Attachments,0 None
_5a966ec8a2750c00171b3f36,B&T 3x,Attachments,0 None
_5de8f237bbaf010b10528a70,B&T adapter for MP9 regular supressor.,Attachments,0 None
_5de922d4b11454561e39239f,MP9 Chr.,Attachments,0 None
_59c63b4486f7747afb151c1c,SD TRR,Attachments,0 None
_5e00903ae9dc277128008b87,MP9 9x19,Weapons SMG,4 Ultra
_5de8f2d5b74cd90030650c72,MP9 Supp.,Attachments,0 None
_5de8fbf2b74cd90030650c79,B&T bottom,Attachments,0 None
_5de8fc0b205ddc616a6bc51b,B&T side,Attachments,0 None
_5de8fb539f98ac2bc659513a,MP9 RS,Attachments,1 Low
_5de7bd7bfd6b4e6e2276dc25,MP9-N,Weapons SMG,4 Ultra
_5de8fbad2fbe23140d3ee9c4,MP9 VFG,Attachments,0 None
_5ba26ae8d4351e00367f9bdb,Rotex 2,Attachments,3 High
_5648b4534bdc2d3d1c8b4580,B-10M B-19,Attachments,0 None
_57ffa9f4245977728561e844,B-11,Attachments,0 None
_57ffaea724597779f52b3a4d,B-12,Attachments,0 None
_5c61a40d2e2216001403158d,B-13,Attachments,0 None
_5c90c3622e221601da359851,B-13V,Attachments,0 None
_57ffb0062459777a045af529,B-18,Attachments,0 None
_57a3459f245977764a01f703,B-3,Attachments,0 None
_5a9fc7e6a2750c0032157184,B-3 combo,Attachments,0 None
_576a7c512459771e796e0e17,B-8,Attachments,0 None
_5448e53e4bdc2d60728b4567,Backpack,Parent Element,-1 Blacklist
_56ea7165d2720b6e518b4583,BOTL,Attachments,0 None
_5b1fb3e15acfc4001637f068,6P2 Bak,Attachments,0 None
_572b7f1624597762ae139822,Balaclava,Vanity,0 None
_58ac60eb86f77401897560ff,Balaclava_dev,Vanity,0 None
_59e8936686f77467ce798647,Balaclava_test,Vanity,0 None
_5b43271c5acfc432ff4dce65,Bandana,Vanity,0 None
_590dde5786f77405e71908b2,Bank case,Quest,0 None
_555ef6e44bdc2de9068b457e,Barrel,Parent Element,-1 Blacklist
_5d3eb5b6a4b9361eab311902,57 5.7x28,Attachments,0 None
_5a6b60158dc32e000a31138b,G17 9x19 comp,Attachments,0 None
_5b1fa9ea5acfc40018633c0a,G18C 9x19 comp,Attachments,0 None
_57e26fc7245977162a14b800,Bars A-2607- 95x18,Weapons M,0 None
_57e26ea924597715ca604a09,A-2607,Weapons M,0 None
_5448eb774bdc2d0a728b4567,Barter item,Parent Element,-1 Blacklist
_572b7d8524597762b472f9d1,Cap,Vanity,0 None
_5a6b5f868dc32e000a311389,G17 9x19,Attachments,0 None
_5bc9c049d4351e44f824d360,Book,Barter Items,3 High
_57864ee62459775490116fc1,Battery,Parent Element,-1 Blacklist
_5c7fc87d2e221644f31c0298,MOD3,Attachments,0 None
_572b7fa124597762b472f9d2,Beanie,Vanity,0 None
_5aa2b87de5b5b00016327c25,BEAR baseball cap,Vanity,0 None
_5b40e5e25acfc4001a599bea,BEAR,Vanity,0 None
_57ae0171245977343c27bfcf,PK-06,Attachments,3 High
_5c0e6a1586f77404597b4965,Belt-A + Belt-B gear rig,Chest Rig,4 Ultra
_5cadc190ae921500103bb3b6,M9A3,Weapons P,1 Low
_5cadd940ae9215051e1c2316,M9A3 RS,Attachments,0 None
_55818afb4bdc2dde698b456d,Bipod,Parent Element,-1 Blacklist
_56d5a2bbd2720bb8418b456a,BPGripP226,Attachments,0 None
_5b44c8ea86f7742d1627baf1,Blackhawk! Commando Chest Harness,Chest Rig,0 None
_5c0e9f2c86f77432297fe0a3,Commando,Chest Rig,0 None
_5648a69d4bdc2ded0b8b457b,BlackRock,Chest Rig,4 Ultra
_5a687e7886f7740c4a5133fb,Blood sample,Quest,0 None
_5ab8e79e86f7742d8b372e78,GZHEL-K,Armor Vest,4 Ultra
_5b44d22286f774172b0c9de8,Kirasa,Armor Vest,0 None
_5d6d3716a4b9361bc8618872,LSHZ-2DTM,Helmet,4 Ultra
_591094e086f7747caa7bb2ef,Body armor repair kit,Unknown,0 None
_57347c5b245977448d35f6e1,Bolts,Barter Items,0 None
_5d403f9186f7743cac3f229b,Whiskey,Food,0 None
_5d40407c86f774318526545a,Vodka,Barter Items,0 None
_5b86a0e586f7745b600ccb23,Bramit,Attachments,3 High
_5b3a08b25acfc4001754880c,Bridge P226,Attachments,0 None
_5b7d37845acfc400170e2f87,L1A1 30 7.62,Attachments,0 None
_56742c324bdc2d150f8b456d,GPhone,Barter Items,0 None
_5c1265fc86f7743f896a21c2,GPX,Barter Items,0 None
_5d1b309586f77425227d1676,BrokenLCD,Barter Items,0 None
_59e3639286f7741777737013,Lion,Barter Items,0 None
_5937fd0086f7742bf33fc198,Bronze pocket watch on a chain,Quest,0 None
_5b099bf25acfc4001637e683,SA-58 Tube,Attachments,0 None
_5cde77a9d7f00c000f261009,fold.adapter,Attachments,0 None
_57864ada245977548638de91,Building material,Parent Element,-1 Blacklist
_5cf6937cd7f00c056c53fb39,ST-6012,Attachments,0 None
_5d6d2bb386f774785b07a77a,Buried barrel cache,Lootable,0 None
_577d141e24597739c5255e01,FF3,Attachments,0 None
_577d128124597739d65d0e56,FFWB,Attachments,0 None
_5b2388675acfc4771e1be0be,TAC 30,Attachments,0 None
_5cf50fc5d7f00c056c53f83c,foldable,Attachments,0 None
_5cf518cfd7f00c065b422214,AKTS,Attachments,0 None
_5e569a132642e66b0b68015c,DRG L-1,Attachments,0 None
_5d010d1cd7ad1a59283b1ce7,HX-5,Attachments,0 None
_5648ae314bdc2d3d1c8b457f,CAA RS47,Attachments,0 None
_5e569a2e56edd02abe09f280,XD RGL,Attachments,0 None
_5e5699df2161e06ac158df6f,XRS DRG,Attachments,0 None
_5780d0652459777df90dcb74,Gas station,Keys,0 None
_545cdae64bdc2d39198b4568,Tri-Zip,Backpack,4 Ultra
_5c012ffc0db834001d23f03f,Camper,Weapons M,0 None
_57347d7224597744596b4e72,Tushonka,Food,0 None
_57347da92459774491567cf5,Can of delicious beef stew,Food,2 Medium
_5e54f6af86f7742199090bf3,Lupo's,Barter Items,3 High
_57347d692459774491567cf1,Peas,Food,2 Medium
_57347d9c245977448b40fa85,Herring,Food,2 Medium
_5673de654bdc2d180f8b456d,Saury,Food,2 Medium
_5bc9c29cd4351e003562b8a3,Sprats,Food,2 Medium
_5c06782b86f77426df5407d2,Cap.,Barter Items,0 None
_5733279d245977289b77ec24,Battery,Barter Items,0 None
_590c661e86f7741e566b646a,Car,Meds,0 None
_59136f6f86f774447a1ed173,Car key,Keys,0 None
_5cf6935bd7f00c06585fb791,TACCOM,Attachments,0 None
_5910922b86f7747d96753483,Carbon case,Quest,0 None
_5a7ad0c451dfba0013379712,4Port,Attachments,0 None
_578f879c24597735401e6bc6,Cash register,Lootable,0 None
_5ad74cf586f774391278f6f0,Cash register (TAR2-2),Lootable,0 None
_5addc00b5acfc4001669f144,CASV 14,Attachments,0 None
_59e3658a86f7741776641ac4,Cat,Barter Items,0 None
_5c1267ee86f77416ec610f72,Prokill,Barter Items,3 High
_573474f924597738002c6174,Chainlet,Barter Items,0 None
_55818a6f4bdc2db9688b456b,Charging handle,Parent Element,-1 Blacklist
_5b43237186f7742f3a4ab252,Chemical container 1,Quest,0 None
_5b4c81a086f77417d26be63f,Chemical container 2,Quest,0 None
_5b4c81bd86f77418a75ae159,Chemical container 3,Quest,0 None
_5448e5284bdc2dcb718b4567,Chest rig,Parent Element,-1 Blacklist
_5df8a6a186f77412640e2e80,Christmas tree decoration ball (red),Barter Items,0 None
_5df8a72c86f77412640e2e83,silver,Barter Items,0 None
_5df8a77486f77412672a1e3f,violet,Barter Items,0 None
_57347b8b24597737dd42e192,Classic matches,Barter Items,0 None
_59e358a886f7741776641ac3,Wiper,Barter Items,0 None
_5ae9a3f586f7740aab00e4e6,Clothes design handbook Part 1,Quest,0 None
_5ae9a4fc86f7746e381e1753,Clothes design handbook Part 2,Quest,0 None
_5d02778e86f774203e7dedbe,CMS,Meds,2 Medium
_5e21ca18e4d47f0da15e77dd,CNC War.,Attachments,0 None
_5947db3f86f77447880cf76f,EKP-8-02,Attachments,0 None
_591c4efa86f7741030027726,EKP-8-18,Attachments,0 None
_591c4e1186f77410354b316e,Cobra shade,Attachments,0 None
_5af0484c86f7740f02001f7f,Coffee,Barter Items,0 None
_5ab8f39486f7745cd93a1cca,CF,Vanity,0 None
_55818ad54bdc2ddc698b4569,Collimator,Parent Element,-1 Blacklist
_5a33ca0fc4a282000d72292f,CA2,Attachments,0 None
_55d4b9964bdc2d1d4e8b456e,A2 Pistol,Attachments,0 None
_55d5f46a4bdc2d1b198b4567,CA2R,Attachments,0 None
_55d4887d4bdc2d962f8b4570,STANAG,Attachments,0 None
_55d44fd14bdc2d962f8b456e,AR-15 Charge,Attachments,0 None
_5649be884bdc2d79388b4577,CST,Attachments,0 None
_5ae30e795acfc408fb139a0b,M4 FS,Attachments,0 None
_5ae30db85acfc408fb139a05,M4 Std.,Attachments,0 None
_5447a9cd4bdc2dbd208b4567,M4A1,Weapons AR,4 Ultra
_544a38634bdc2d58388b4568,USGI A2,Attachments,0 None
_550aa4dd4bdc2dc9348b4569,Comb. muzzle device,Parent Element,-1 Blacklist
_55818b164bdc2ddc698b456c,Comb. tact. Device,Parent Element,-1 Blacklist
_5c0e531286f7747fa54205c2,SJ1 TGLab,Meds,2 Medium
_5c0e531d86f7747fa23f4d42,SJ6 TGLab,Meds,2 Medium
_5795f317245977243854e041,Common container,Parent Element,-1 Blacklist
_5d07b91b86f7745a077a9432,Shturman Stash,Lootable,0 None
_5c1cdd302e221602b3137250,Compact mount,Attachments,0 None
_55818acf4bdc2dde698b456b,CompactCollimator,Parent Element,-1 Blacklist
_550aa4af4bdc2dd4348b456e,Compensator,Parent Element,-1 Blacklist
_5b7d693d5acfc43bca706a3d,2A X3,Attachments,0 None
_566162e44bdc2d3f298b4573,Compound item,Parent Element,-1 Blacklist
_5734773724597737fd047c14,Cond. milk,Food,0 None
_590c2c9c86f774245b1f03f2,MTape,Barter Items,0 None
_59e35cbb86f7741778269d83,Hose,Barter Items,3 High
_5a0eb6ac86f7743124037a28,Cottage,Keys,3 High
_5a0f068686f7745b0d4ea242,Cottage safe key,Keys,0 None
_5734779624597737e04bf329,CPU Fan,Barter Items,0 None
_5bffe7930db834001b734a39,SCA,Weapons M,5 Super
_56742c284bdc2d98058b456d,Crickent,Barter Items,0 None
_58d2664f86f7747fec5834f6,DPCSM,Attachments,0 None
_5d5fca1ea4b93635fd598c07,Crossbow,Vanity,0 None
_5c178a942e22164bef5ceca3,Chops,Attachments,4 Ultra
_5c1793902e221602b21d3de2,CP Ears,Attachments,4 Ultra
_5c17a7ed2e2216152142459c,Airframe Tan,Attachments,4 Ultra
_544a5caa4bdc2d1a388b4568,AVS,Armored Rig,4 Ultra
_5c99f3592e221644fc633070,TOZ-106 Mosin,Attachments,0 None
_5cf79389d7f00c10941a0c4d,Mosin thr.,Attachments,0 None
_55d45f484bdc2d972f8b456d,Custom MP-133 plastic,Attachments,0 None
_5dfce88fe9dc277128008b2e,SVDS CS,Attachments,0 None
_5780d0532459777a5108b9a2,Customs key,Keys,0 None
_5798a2832459774b53341029,Customs,Tools,0 None
_5a787fdfc5856700142fdd9a,325mm M870,Attachments,0 None
_5e2aee0a86f774755a234b62,Cyclon ,Barter Items,3 High
_5672cb304bdc2dc2088b456a,D Bat.,Barter Items,0 None
_5cc700d4e4a949000f0f0f28,DI Butt,Attachments,0 None
_590a386e86f77429692b27ab,HDD,Barter Items,0 None
_5c9a26332e2216001219ea70,RIS II FSP 9.5 FDE,Attachments,0 None
_5c9a25172e2216000f20314e,RIS II 12.25 FDE,Attachments,0 None
_588b56d02459771481110ae2,RIS II 9.5,Attachments,0 None
_55f84c3c4bdc2d5f408b4576,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems,Attachments,0 None
_5d1f819086f7744b355c219b,Wave MB 7,Attachments,0 None
_5cff9e84d7ad1a049e54ed55,Wave QD,Attachments,3 High
_5cff9e5ed7ad1a09407397d4,Wave MB 5,Attachments,0 None
_5a7d90eb159bd400165484f1,Glock SE,Attachments,0 None
_5a7d9122159bd4001438dbf4,Dead Ringer Snake Eye Glock rear sight,Attachments,0 None
_5909e4b686f7747f5b744fa4,Dead Scav,Lootable,0 None
_5b432b6c5acfc4001a599bf0,Skull,Vanity,0 None
_5bc9b9ecd4351e3bac122519,Beardoil,Barter Items,3 High
_5a7037338dc32e000d46d257,G 3 Port,Attachments,0 None
_5a43943586f77416ad2f06e2,Hat,Barter Items,0 None
_55d7217a4bdc2d86028b456d,Corpse,Unknown,5 Super
_55d48ebc4bdc2d8c2f8b456c,Sprut,Attachments,0 None
_5dcbe965e4ed22586443a79d,Desert Tech .308 FlashHider,Attachments,0 None
_5c48a2a42e221602b66d1e07,MDR reg.,Attachments,0 None
_5c48a14f2e2216152006edd7,MDR Handguard,Attachments,0 None
_5dcbd6b46ec07c0c4347a564,Desert Tech foregrip for MDR blk,Attachments,0 None
_5c48a2c22e221602b313fb6c,Desert Tech pistol grip for MDR FDE,Attachments,0 None
_5dcbd6dddbd3d91b3e5468de,Desert Tech pistol grip for MDR Black,Attachments,0 None
_5b4329f05acfc47a86086aa1,Ronin,Helmet,4 Ultra
_571659bb2459771fb2755a12,ECS FDE,Attachments,0 None
_590c645c86f77412b01304d9,Diary,Barter Items,3 High
_5cf78496d7f00c065703d6ca,A3 Adapter,Attachments,3 High
_5c7954d52e221600106f4cc7,ONE Mount,Attachments,0 None
_59bffc1f86f77435b128b872,DT Mount,Attachments,0 None
_5d1b3f2d86f774253763b735,Syringe,Barter Items,0 None
_5c079ed60db834001a66b372,Precision,Attachments,0 None
_590c60fc86f77412b13fddcf,Docs,Container,5 Super
_59f32bb586f774757e1e8442,Dogtag,Barter Items,5 Super
_5c093e3486f77430cb02e593,Dogtags,Container,5 Super
_59f32c3b86f77472a31742f0,Dogtag USEC,Barter Items,2 Medium
_5696686a4bdc2da3298b456a,Dollars,Money,0 None
_57a349b2245977762b199ec7,alternative,Tools,0 None
_593858c486f774253a24cb52,Door key,Keys,0 None
_59136a4486f774447a1ed172,Gdesk,Keys,0 None
_5938994586f774523a425196,103 Key,Keys,0 None
_591383f186f7744a4c5edcf3,104 Key,Keys,0 None
_591382d986f774465a6413a7,105 Key,Keys,0 None
_5914578086f774123569ffa4,108 Key,Keys,0 None
_59136e1e86f774432f15d133,110 Key,Keys,0 None
_59387a4986f77401cc236e62,114 Key,Keys,0 None
_5672c92d4bdc2d180f8b4567,Room 118 Key,Keys,0 None
_5938504186f7740991483f30,Room 203 Key,Keys,0 None
_59148c8a86f774197930e983,Room 204 Key,Keys,0 None
_5938603e86f77435642354f4,206 Key,Keys,0 None
_5780cf942459777df90dcb72,214 Key,Keys,3 High
_5780cf9e2459777df90dcb73,Room 218 Key,Keys,0 None
_5780cfa52459777dfb276eb1,220 Key,Keys,3 High
_593aa4be86f77457f56379f8,303 Key,Keys,0 None
_5780cda02459777b272ede61,306 Key,Keys,0 None
_5780cf722459777a5108b9a1,308 Key,Keys,0 None
_5780cf692459777de4559321,315 Key,Keys,0 None
_5a70366c8dc32e001207fb06,Glock DD,Attachments,0 None
_5d120a10d7ad1a4e1026ba85,Gen.4 stock,Attachments,0 None
_5d120a28d7ad1a1c8962e295,Recoil pad,Attachments,0 None
_5c6162682e22160010261a2b,TOZ-106 DT,Attachments,0 None
_587e08ee245977446b4410cf,OPSKS DT,Attachments,0 None
_578f87b7245977356274f2cd,Drawer,Lootable,0 None
_5448e8d64bdc2dce718b4568,Drink,Parent Element,-1 Blacklist
_5448f3a14bdc2d27728b4569,Drug,Parent Element,-1 Blacklist
_590a373286f774287540368b,Dfuel,Barter Items,3 High
_5b099b7d5acfc400186331e4,3 prong trident,Attachments,0 None
_5b7d68af5acfc400170e30c3,Austrian Style,Attachments,0 None
_5b099bb25acfc400186331e8,Ext. Duty,Attachments,0 None
_5b0bc22d5acfc47a8607f085,Holand,Attachments,0 None
_5b099a9d5acfc47a8607efe7,DS Arms quad rail foregrip for SA-58,Attachments,0 None
_5b7be1ca5acfc400170e2d2f,Quad Rail,Attachments,0 None
_5b0bbe4e5acfc40dc528a72d,SA-58,Weapons AR,4 Ultra
_5b7d671b5acfc43d82528ddd,Fal Belgian style,Attachments,0 None
_5b7d64555acfc4001876c8e2,SA-58 BRS Stock,Attachments,0 None
_5b7d63cf5acfc4001876c8df,SA-58 Folding,Attachments,0 None
_5b7d63de5acfc400170e2f8d,SA-58 SPR Stock,Attachments,0 None
_5c488a752e221602b412af63,MDR 5.56,Weapons AR,4 Ultra
_5dcbd56fdbd3d91b3e5468d5,MDR .308,Weapons AR,4 Ultra
_5a16b93dfcdbcbcae6687261,Dual Dovetail Mount for PVS-14 monocular,Attachments,0 None
_57347c1124597737fb1379e3,Duct tape,Barter Items,0 None
_578f87a3245977356274f2cb,Duffle bag,Lootable,0 None
_56e33634d2720bd8058b456b,Duffle,Backpack,0 None
_5aa2b986e5b5b00014028f4c,Dundukk,Vanity,0 None
_5734781f24597737e04bf32a,DVD,Barter Items,0 None
_5888996c24597754281f9419,DVL-10 M2 MBr,Attachments,0 None
_58889c7324597754281f9439,DVL-10 MD,Attachments,0 None
_588892092459774ac91d4b11,DVL-10,Weapons SR,4 Ultra
_5894a13e86f7742405482982,MCX/MPX early,Attachments,0 None
_5a144bdb86f7741d374bbde0,San.205E,Keys,3 High
_5a0ee4b586f7743698200d22,San.206,Keys,3 High
_5a0ee62286f774369454a7ac,San.209,Keys,3 High
_5a0ee72c86f77436955d3435,San.213,Keys,3 High
_5a0ee76686f7743698200d5c,San.216E,Keys,5 Super
_5a13f24186f77410e57c5626,San.222,Keys,5 Super
_5a13f35286f77413ef1436b0,San.226,Keys,5 Super
_5a145d4786f7744cbb6f4a12,San.306E,Keys,0 None
_5a145d7b86f7744cbb6f4a13,San.308,Keys,0 None
_5a0eec9686f77402ac5c39f2,San.310,Keys,3 High
_5a0eecf686f7740350630097,San.313,Keys,5 Super
_5a0eed4386f77405112912aa,San.314,Keys,0 None
_5a145ebb86f77458f1796f05,San.316,Keys,0 None
_5a0eedb386f77403506300be,San.322,Keys,3 High
_5a0eee1486f77402aa773226,San.328,Keys,3 High
_57ac965c24597706be5f975c,DR1/4x,Attachments,0 None
_57aca93d2459771f2c7e26db,DR1/4x FDE,Attachments,0 None
_59e35de086f7741778269d84,Drill,Barter Items,0 None
_5d1b2fa286f77425227d1674,Motor,Barter Items,0 None
_57864a66245977548f04a81f,Electronics,Parent Element,-1 Blacklist
_5751487e245977207e26a315,Emelya,Food,0 None
_5aa2b89be5b5b0001569311f,Emercom,Vanity,0 None
_5b39f8db5acfc40016387a1b,EMOD,Attachments,0 None
_5c0006470db834001a6697fe,Emperor scorpion Sig Sauer pistol grip for P226,Attachments,0 None
_5783c43d2459774bbe137486,Wallet,Container,3 High
_5dfe14f30b92095fd441edaf,ETMI-019,Attachments,0 None
_5d3ec50586f774183a607442,Encrypted message,Quest,0 None
_590a3cd386f77436f20848cb,ES Lamp,Barter Items,0 None
_570fd6c2d2720bc6458b457f,EoTech 553,Attachments,0 None
_558022b54bdc2dac148b458d,EXPS3,Attachments,0 None
_5c07dd120db834001c39092d,HHS-1,Attachments,0 None
_5c0a2cec0db834001b7ce47d,HHS-1T,Attachments,0 None
_5b3b99475acfc432ff4dcbee,1-6x24,Attachments,0 None
_58491f3324597764bc48fa02,XPS3-0,Attachments,0 None
_584924ec24597768f12ae244,XPS3-2,Attachments,0 None
_543be5f84bdc2dd4348b456a,Equipment,Parent Element,-1 Blacklist
_54491bb74bdc2d09088b4567,ER Bayonet,Attachments,0 None
_55802f4a4bdc2ddb688b4569,Essential mod,Parent Element,-1 Blacklist
_569668774bdc2da2298b4568,Euros,Money,0 None
_5d1b371186f774253763a656,Fuel,Barter Items,3 High
_5710c24ad2720bc3458b45a3,F-1,Weapons T,1 Low
_5996f6d686f77467977ba6cc,F1 Shrapnel,Ammo,0 None
_5c5db6742e2216000f1b2852,MPX Drum,Attachments,0 None
_5b0800175acfc400153aebd4,F93 Pro Stock,Attachments,0 None
_5b7d679f5acfc4001a5c4024,AG FAL,Attachments,0 None
_5d023784d7ad1a049d4aa7f2,AG-58,Attachments,0 None
_5bfe86a20db834001d23e8f7,AGR-870,Attachments,0 None
_5bfe89510db834001808a127,AGR-870 tube,Attachments,0 None
_5a9eb32da2750c00171b3f9c,GL Shock,Attachments,0 None
_5bfe86df0db834001b734685,GLR-16-S,Attachments,0 None
_5d1c702ad7ad1a632267f429,GLR-17,Attachments,0 None
_5d2c770c48f0354b4a07c100,PDC,Attachments,0 None
_5a788031c585673f2b5c1c79,PR870,Attachments,0 None
_5d0236dad7ad1a0940739d29,FD UAS Stock,Attachments,0 None
_5b04473a5acfc40018632f70,UAS AK,Attachments,0 None
_5a341c4686f77469e155819e,FaceCover,Parent Element,-1 Blacklist
_5448ba0b4bdc2d02308b456c,Factory Key,Keys,3 High
_574eb85c245977648157eec3,Factory,Tools,0 None
_5bd073a586f7747e6f135799,Mustache,Vanity,0 None
_5c1a1e3f2e221602b66cc4c2,Beard,Vanity,3 High
_5b7c2d1d5acfc43d1028532a,MMW Fal 7.62,Attachments,0 None
_5b7bef1e5acfc43d82528402,FAL 10 7.62,Attachments,0 None
_5b099ac65acfc400186331e1,FAL 20 7.62,Attachments,0 None
_5b7bef5d5acfc43bca7067a3,FAL 30 7.62,Attachments,0 None
_5c12301c86f77419522ba7e4,False flash drive,Quest,0 None
_5b3cadf35acfc400194776a0,Fancy TT side grips,Attachments,0 None
_5bc9b355d4351e6d1509862a,FireKlean,Barter Items,3 High
_5a7ad74e51dfba0015068f45,FD917,Attachments,0 None
_5d3eb5eca4b9363b1f22f8e4,5.7x28 57 mag.,Attachments,0 None
_5d3eb44aa4b93650d64e4979,57 Slide,Attachments,0 None
_5d3eb536a4b9363b1f22f8e2,57 FS,Attachments,0 None
_5d3eb4aba4b93650d64e497d,57 RS,Attachments,0 None
_550aa4bf4bdc2dd6348b456b,Flashhider,Parent Element,-1 Blacklist
_55818b084bdc2d5b648b4571,Flashlight,Parent Element,-1 Blacklist
_5d63d33b86f7746ea9275524,F Scr.,Barter Items,0 None
_5e2af47786f7746d404f3aaa,Fleece ,Barter Items,0 None
_5d1b5e94d7ad1a2b865a96b0,Thermal,Attachments,5 Super
_544a5cde4bdc2d39388b456b,MBSS,Backpack,0 None
_5cebec00d7f00c065c53522a,Attenuator,Attachments,0 None
_5cc700cae4a949035e43ba72,P90 butt,Attachments,0 None
_5cc6ea78e4a949000e1ea3c1,FN Chrg.,Attachments,0 None
_5cc7012ae4a949001252b43e,EFFEN 90,Attachments,0 None
_5cc700ede4a949033c734315,FN EFFEN 90 Upper receiver for P90,Attachments,0 None
_5d3eb3b0a4b93615055e84d2,FN 5-7a,Weapons P,4 Ultra
